2009210-947-233	 5.9 
502_em_20	\int\frac{1}{y}\frac{dy}{dx}dx=\int adx
118_carlos	P(x) = \sum_{i=0}^{n} a_j x^j
MfrDB3464	f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 )
formulaire036-equation005	107 - 110 - 60 \geq -63
200922-947-37	 13 + \pi r ^ 2 
KME2G3_21_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
formulaire029-equation038	f(x_0)
2009213-139-104	 { - \frac { { \sum { \gamma } - \int X d \beta } } { \sqrt { z } } } 
formulaire008-equation057	u_2(z)
36_em_36	L_t = L + L = 2L
crohme_f043-eq058	1-e^{1}
108_alfonso	a^xa^y = a^{x+y}
MfrDB2912	| a - b | \leq | a - c | + | c - b |
200923-1556-54	 \log _2 \left ( 2 ^ 5 \right ) = 5 
124_em_411	V_r = V_i
formulaire001-equation029	r, \theta, \phi, t
120_em_288	f(z)=a (z-z_0)+b+o(z-z_0)
formulaire031-equation009	x^i - v^i t
200925-1126-99	 { { \left ( q \left ( i \right ) \right ) - { V } _ { \mbox { w } } } \lt \Delta } 
KME2G3_5_sub_48	\lim_{x \rightarrow 0} ( 1 + x )^{\frac 1 x}
KME2G3_4_sub_39	\sin x - \sin y - \sin ( x - y )
formulaire013-equation027	\lim_{x \rightarrow 0} \frac{e^x - 1}{x} = 1
formulaire015-equation051	\sqrt{29}
200923-1556-74	 e_ { f_ { g_h } } 
200922-949-202	 { \mbox { f } \lt { \mbox { z } } _ { X } } 
507_em_71	\sum_{n=1}^{10000} (10001-n)^{-2}
200923-1556-31	 \frac { - b - \sqrt { b ^ 2 - 4 a c } } { 2 a } 
200922-947-176	 V 
MfrDB2638	E = E_{k} + E_{p}
MfrDB3213	\lim_{x \to c} f ( x ) = f ( c )
2009210-947-113	 \mbox { y } 
200922-947-149	 \tan \mbox { i } 
MfrDB2003	\frac{{( | a | - | b | )^{2}}}{| a - b |}
formulaire010-equation041	f(e^d) = (f(e))^d
200923-1251-172	 \left [ f \right ] 
121_em_320	V_i = \frac{v_i}{v} = \frac{p_i}{p}
TrainData2_13_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
200925-1126-164	 \mbox { i } 
516_em_399	\frac{3}{8}
formulaire003-equation053	\frac{(2 d_1 + d_2 - 2) \sqrt{8 (d_2-4)}}{(d_2-6) \sqrt{d_1 (d_1 + d_2 -2)}}
117_em_203	pV = Nk_BT
formulaire031-equation056	x_1(y)
KME2G3_4_sub_53	\lim_{x \rightarrow 0} \frac {( 1 - \cos x ) ( 1 + \cos x )} {x^2 ( 1 + \cos x )}
formulaire018-equation052	(n_1,n_2)
formulaire004-equation031	2X^2 + 5X - 3 = 0
formulaire015-equation002	f(\alpha x_{1},\alpha x_{2}) = \alpha^{4} \times f(x_{1},x_{2})
formulaire054-equation053	a_7 x^7 + a_6 x^6 + a_5 x^5 + a_4 x^4 + a_3 x^3 + a_2 x^2 + a_1 x + a_0 = 0
formulaire011-equation041	\frac{1}{2^2 \times 5^3}
200922-1017-126	 { \Delta - \sum { B } } 
TrainData2_24_sub_73	\alpha_{n + 1} - 3 \beta = \frac{2}{3} \alpha_{n} + \beta - 3 \beta
MfrDB2211	\sqrt{x} = 1 {0^{( l o g x )  2}}
127_em_501	\frac{\mathrm d}{\mathrm dt}
512_em_292	\int \left(\sin(t)-t\right)dt=-\cos(t)-\frac{1}{2}{t}^{2}
KME2G3_8_sub_39	\sin x - \sin y - \sin ( x - y )
TrainData1_1_sub_15	F_{n} = F_{n - 1} + F_{n - 2}
rit_4280_3	 a \rightarrow b 
formulaire026-equation034	c_i \neq c_j
formulaire005-equation044	\frac{\alpha}{p(p+\alpha)}
formulaire021-equation054	x(t) = x(t-1)
TrainData2_12_sub_88	3 0 \times 2 9 x^{2 8}
formulaire036-equation068	1 + 0i
KME2G3_16_sub_81	\pi \int_c^d \{ g ( y ) \}^2 d y
200923-1254-4	 Y 
200925-1126-111	 { \left [ 3 \right ] } ^ { P } 
200923-1556-250	 { C = { \mbox { s } } ^ { \mbox { i } } } 
formulaire031-equation059	(q_i,p_i)
MfrDB1794	\frac{\sqrt{99 {x^{7}}}}{11 {x^{3}}}
KME2G3_8_sub_48	\lim_{x \rightarrow 0} ( 1 + x )^{\frac 1 x}
105_david	\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}
2009210-947-78	 \frac { x_1 } { \frac { x_2 } { \frac { x_3 } { x_4 } } } 
200923-1253-78	 \frac { x_1 } { \frac { x_2 } { \frac { x_3 } { x_4 } } } 
MfrDB3528	s = s_{0} t + \frac{1}{2} a {t^{2}}
RIT_2014_136	 F _ {1}, \ldots, F _ {k} 
2009213-139-130	 \frac { { \cdots + { \mbox { T } u } } } { \sum { { \mbox { p } - \mbox { m } } } } 
2009213-137-47	 t 
formulaire021-equation051	r_{1}+r_{2}=- \frac{b}{a}
MfrDB2821	\sum_{m = 0}^{M} \sum_{n = 0}^{N} a_{m , n}
76_Frank	a = b \cos C + c \cos B
200926-131-26	 a + \frac { \sqrt { b + c } } { 2 } 
formulaire028-equation006	\frac{\sqrt{5}-1}{4}
518_em_431	ax - by = 5t + by - by 
85_fujita	\Bigg(a\frac{1-t^2}{1+t^2},\frac{2bt}{1+t^2}\Bigg)
MfrDB1015	{( a + b )^{2}} = {a^{2}} + {b^{2}} + 2 a b
TrainData2_3_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
125_em_449	\Delta_{r}H
TrainData2_26_sub_20	a + b + c + d + e
formulaire007-equation066	g(z) = \frac{az+b}{cz+d}
formulaire022-equation063	a^{x+y}=a^xa^y
517_em_401	x(t)=x_0(t)
formulaire028-equation009	(x_1,\ldots,x_p)
